"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"08/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"889.060,22";"7.753.835,63";"5.795.527,68";"261.117,90";
"03/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"0,00";"7.469.011,77";"7.431.782,41";"301.872,56";
"05/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"2.361.901,80";"9.508.772,03";"9.324.235,13";"6.950.222,85";
"07/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"8.765.246,10";"10.324.816,06";"12.804.872,33";"3.559.046,64";
"04/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"3.753.957,10";"9.172.426,53";"8.966.841,96";"2.493.230,22";
"03/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"- 26.631,90";"8.976.242,66";"8.290.346,38";"4.056.630,68";
"01/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"65.361.977,26";"8.128.988,24";"2.315.284,80";"6.832.550,98";
"08/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"7.860.528,60";"9.863.301,29";"7.433.289,38";"1.152.210,35";
"02/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"3.042.991,51";"8.216.037,61";"8.262.083,79";"1.047.649,18";
"06/2019";"26000 - Ministério da Educação";"26448 - Universidade Federal do Sul e Sudeste do Pará";"8.800.458,66";"12.375.538,17";"9.559.626,44";"1.968.916,97";
"02/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"15.180.035,05";"41.184.888,34";"38.844.605,34";"7.434.139,24";
"04/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"15.770.145,68";"44.687.587,49";"44.733.403,76";"2.614.840,15";
"06/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"6.787.915,38";"57.247.240,96";"42.551.898,64";"733.718,56";
"05/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"12.897.375,30";"45.032.313,00";"47.193.049,29";"2.765.674,63";
"07/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"11.549.506,77";"46.883.361,30";"59.028.332,50";"1.229.219,44";
"08/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"8.528.088,18";"42.733.784,26";"32.243.424,77";"875.807,92";
"01/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"466.676.688,53";"38.386.496,45";"11.543.419,55";"33.884.631,61";
"03/2019";"26000 - Ministério da Educação";"26254 - Universidade Federal do Triângulo Mineiro";"3.184.614,13";"43.429.246,69";"41.072.547,81";"4.308.431,97";
"03/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"1.581.001,70";"18.881.207,83";"21.279.339,08";"1.144.834,19";
"04/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"5.985.536,55";"23.078.236,75";"20.048.863,65";"301.401,64";
"08/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"2.270.793,97";"19.806.832,90";"14.920.631,75";"846.733,91";
"01/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"222.246.855,49";"21.985.878,00";"6.455.029,58";"16.547.775,64";
"05/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"3.265.618,10";"20.797.473,29";"23.067.751,94";"1.605.697,72";
"07/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"3.372.794,67";"21.657.002,64";"26.439.195,53";"524.271,15";
"06/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"3.484.257,33";"26.556.775,81";"20.762.297,57";"839.377,64";
"02/2019";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"4.325.495,91";"22.153.279,09";"21.712.438,79";"827.112,51";
"03/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"10.560.240,41";"168.508.803,15";"171.741.037,59";"11.922.432,59";
"06/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"20.566.660,65";"228.106.106,95";"178.349.471,61";"4.616.064,82";
"07/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"23.607.443,49";"175.080.548,18";"229.129.794,81";"11.577.666,96";
"02/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"25.378.660,23";"173.647.562,75";"172.816.818,94";"8.890.591,07";
"05/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"24.417.281,91";"182.418.629,34";"180.014.345,86";"11.583.770,91";
"08/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"37.705.157,39";"165.250.437,45";"131.040.845,06";"4.788.498,36";
"01/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"2.028.074.776,87";"174.252.291,48";"52.301.841,89";"176.802.545,31";
"04/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"35.605.577,03";"177.814.898,60";"170.412.833,42";"2.587.837,77";
"08/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"5.823.193,60";"18.817.415,77";"13.847.107,86";"706.220,74";
"01/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"20.432.042,46";"18.938.248,87";"5.833.708,93";"13.849.980,09";
"02/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"22.048.978,43";"18.070.020,93";"18.105.146,17";"191.915,47";
"05/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"3.530.279,15";"17.082.148,00";"22.497.080,14";"7.558.567,25";
"07/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"8.620.628,34";"18.489.287,22";"24.957.747,73";"1.359.319,29";
"03/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"90.538.181,43";"16.665.158,71";"18.194.322,50";"370.000,24";
"06/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"11.274.703,10";"25.041.772,18";"16.810.096,68";"378.540,53";
"04/2019";"26000 - Ministério da Educação";"26253 - Universidade Federal Rural da Amazônia";"10.169.286,63";"22.473.524,49";"16.855.290,53";"413.981,51";
"01/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"177.378.581,58";"46.526.047,22";"13.330.323,73";"42.655.850,76";
"03/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"61.395.361,56";"47.958.306,39";"48.442.580,01";"2.602.362,27";
"02/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"17.322.537,25";"49.469.299,77";"46.953.054,14";"5.404.305,59";
"07/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"7.053.604,33";"51.824.585,11";"63.682.978,76";"3.192.127,24";
"06/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"115.772.066,21";"63.549.315,42";"51.098.244,51";"1.657.561,21";
"05/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"22.499.770,20";"51.748.146,80";"50.666.604,37";"2.119.890,84";
"04/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"83.486.261,87";"49.958.072,12";"48.940.825,99";"1.723.337,15";
"08/2019";"26000 - Ministério da Educação";"26248 - Universidade Federal Rural de Pernambuco";"37.974.233,42";"46.725.161,43";"37.561.289,64";"987.148,12";
"03/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"4.500.078,84";"49.892.523,41";"49.032.517,43";"1.054.822,12";
"05/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"2.385.929,79";"51.892.526,74";"51.065.580,86";"2.290.580,04";
"02/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"4.748.460,12";"49.106.715,28";"50.205.177,80";"3.344.001,60";
"04/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"10.431.064,32";"51.006.649,24";"49.764.018,73";"1.932.555,65";
"07/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"5.921.510,22";"53.091.540,87";"63.990.367,73";"1.703.806,75";
"08/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"4.252.785,65";"7.667.519,44";"43.177.427,22";"1.904.518,63";
"06/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"4.965.650,48";"63.993.865,88";"53.327.435,00";"2.577.134,78";
"01/2019";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"607.503.698,16";"45.092.768,69";"8.957.652,08";"46.609.632,35";
"06/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"18.334.334,64";"27.087.812,62";"21.184.704,27";"1.321.530,61";
"08/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"3.631.778,24";"22.451.531,85";"16.407.700,44";"536.508,18";
"07/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"1.187.043,32";"22.287.631,25";"27.130.590,14";"1.212.111,40";
"03/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"2.789.624,05";"21.312.088,93";"19.620.690,30";"3.790.434,16";
"01/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"225.562.054,18";"18.913.951,82";"5.802.592,89";"20.155.226,66";
"05/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"5.392.106,93";"21.179.048,28";"21.487.657,51";"2.350.510,10";
"02/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"2.944.320,99";"19.746.041,80";"19.131.743,85";"2.469.657,29";
"04/2019";"26000 - Ministério da Educação";"26264 - Universidade Federal Rural do Semi-Árido";"5.205.075,01";"21.550.598,82";"21.447.008,19";"2.743.712,64";
"06/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"33.194.837,89";"87.120.818,52";"69.542.176,85";"5.419.102,99";
"01/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"672.618.383,30";"66.985.320,73";"21.428.361,12";"68.575.208,37";
"04/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"9.904.340,78";"68.210.674,36";"66.723.426,29";"10.113.794,27";
"08/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"16.190.202,60";"73.000.447,37";"51.081.772,98";"3.854.980,30";
"05/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"10.746.084,25";"70.427.491,63";"69.073.785,78";"9.345.111,76";
"03/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"4.279.999,83";"67.072.382,35";"64.527.759,66";"10.212.569,59";
"02/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"1.889.118,22";"63.175.460,50";"66.128.939,25";"8.740.950,67";
"07/2019";"26000 - Ministério da Educação";"26258 - Universidade Tecnológica Federal do Paraná ";"14.240.632,80";"72.973.178,11";"87.705.415,83";"4.695.965,59";
